Litologia     codigo      prof  dens       gama       rho        vel
conglomerado    4         373   2.29E+00   9.97E+01   5.89E+03   2.12E+00
conglomerado    4         374   2.30E+00   9.29E+01   5.87E+03   2.04E+00
conglomerado    4         375   2.30E+00   9.70E+01   5.61E+03   2.08E+00
conglomerado    4         376   2.28E+00   9.03E+01   6.38E+03   2.09E+00
conglomerado    4         377   2.33E+00   1.09E+02   6.58E+03   2.07E+00
conglomerado    4         378   2.30E+00   1.05E+02   6.17E+03   1.87E+00
conglomerado    4         379   2.33E+00   1.05E+02   6.35E+03   1.99E+00
conglomerado    4         380   2.28E+00   9.38E+01   6.01E+03   2.06E+00
conglomerado    4         381   2.30E+00   9.40E+01   6.30E+03   1.91E+00
conglomerado    4         382   2.28E+00   9.77E+01   5.69E+03   1.89E+00
conglomerado    4         383   2.31E+00   9.76E+01   6.07E+03   1.86E+00
conglomerado    4         384   2.32E+00   1.10E+02   6.16E+03   1.89E+00
conglomerado    4         385   2.28E+00   1.01E+02   6.24E+03   1.98E+00
conglomerado    4         386   2.27E+00   1.03E+02   5.97E+03   2.02E+00
conglomerado    4         387   2.30E+00   9.95E+01   6.32E+03   2.03E+00
conglomerado    4         388   2.28E+00   9.94E+01   5.93E+03   1.95E+00
conglomerado    4         389   2.29E+00   8.46E+01   5.70E+03   2.11E+00
conglomerado    4         390   2.29E+00   9.80E+01   5.77E+03   2.03E+00
conglomerado    4         391   2.28E+00   8.84E+01   5.97E+03   2.12E+00
conglomerado    4         392   2.32E+00   1.03E+02   6.71E+03   2.10E+00
conglomerado    4         393   2.33E+00   1.07E+02   5.93E+03   2.04E+00
conglomerado    4         394   2.30E+00   9.78E+01   6.07E+03   1.78E+00
conglomerado    4         395   2.31E+00   1.07E+02   6.13E+03   1.97E+00
conglomerado    4         396   2.27E+00   1.06E+02   5.93E+03   1.76E+00
conglomerado    4         397   2.27E+00   1.17E+02   6.08E+03   2.01E+00
conglomerado    4         398   2.27E+00   1.01E+02   5.85E+03   1.96E+00
conglomerado    4         399   2.27E+00   9.51E+01   5.80E+03   2.13E+00
conglomerado    4         400   2.33E+00   1.01E+02   6.35E+03   1.98E+00
conglomerado    4         401   2.29E+00   9.78E+01   6.17E+03   1.96E+00
conglomerado    4         402   2.33E+00   1.02E+02   5.88E+03   2.10E+00
conglomerado    4         403   2.28E+00   9.73E+01   6.96E+03   2.04E+00
conglomerado    4         404   2.28E+00   1.13E+02   6.05E+03   2.01E+00
conglomerado    4         405   2.34E+00   1.02E+02   5.71E+03   2.01E+00
conglomerado    4         406   2.33E+00   1.02E+02   5.84E+03   2.03E+00
conglomerado    4         407   2.29E+00   9.99E+01   5.70E+03   1.95E+00
conglomerado    4         408   2.27E+00   1.02E+02   5.72E+03   1.99E+00
conglomerado    4         409   2.30E+00   9.50E+01   6.47E+03   1.82E+00
conglomerado    4         410   2.29E+00   8.88E+01   6.44E+03   2.02E+00
conglomerado    4         411   2.31E+00   9.32E+01   6.00E+03   2.04E+00
conglomerado    4         412   2.23E+00   9.77E+01   6.43E+03   1.86E+00
conglomerado    4         413   2.28E+00   1.12E+02   6.35E+03   2.05E+00
conglomerado    4         414   2.29E+00   9.34E+01   6.23E+03   1.95E+00
conglomerado    4         415   2.28E+00   9.38E+01   6.24E+03   1.89E+00
conglomerado    4         416   2.27E+00   1.12E+02   6.24E+03   1.99E+00
conglomerado    4         417   2.28E+00   8.94E+01   6.06E+03   2.02E+00
conglomerado    4         418   2.31E+00   9.82E+01   5.67E+03   2.09E+00
conglomerado    4         419   2.29E+00   1.03E+02   6.43E+03   2.04E+00
conglomerado    4         420   2.26E+00   9.36E+01   6.22E+03   2.09E+00
conglomerado    4         421   2.27E+00   1.00E+02   5.64E+03   1.92E+00
conglomerado    4         422   2.29E+00   9.29E+01   6.09E+03   2.07E+00
conglomerado    4         423   2.32E+00   9.52E+01   5.96E+03   1.99E+00
conglomerado    4         424   2.31E+00   9.71E+01   5.87E+03   1.99E+00
conglomerado    4         425   2.27E+00   9.38E+01   5.82E+03   2.03E+00
conglomerado    4         426   2.31E+00   1.05E+02   6.41E+03   2.04E+00
conglomerado    4         427   2.31E+00   9.34E+01   6.02E+03   1.95E+00
conglomerado    4         428   2.29E+00   1.07E+02   6.15E+03   1.87E+00
congl+emb1    451         429   2.26E+00   1.11E+02   2.19E+04   2.09E+00
congl+emb1    451         430   2.28E+00   9.59E+01   3.28E+04   2.11E+00
congl+emb1    451         431   2.34E+00   8.74E+01   5.28E+04   2.08E+00
congl+emb1    451         432   2.31E+00   9.59E+01   5.82E+04   2.19E+00
congl+emb1    451         433   2.34E+00   9.29E+01   8.21E+04   2.28E+00
congl+emb1    451         434   2.37E+00   9.43E+01   9.37E+04   2.23E+00
congl+emb1    451         435   2.37E+00   9.48E+01   1.04E+05   2.08E+00
congl+emb1    451         436   2.32E+00   8.94E+01   1.25E+05   2.29E+00
congl+emb1    451         437   2.37E+00   9.06E+01   1.27E+05   2.40E+00
congl+emb1    451         438   2.36E+00   9.48E+01   1.53E+05   2.32E+00
congl+emb1    451         439   2.36E+00   9.11E+01   1.47E+05   2.37E+00
congl+emb1    451         440   2.36E+00   8.94E+01   1.80E+05   2.70E+00
congl+emb1    451         441   2.45E+00   8.81E+01   2.11E+05   2.23E+00
congl+emb1    451         442   2.35E+00   8.33E+01   2.24E+05   2.40E+00
congl+emb1    451         443   2.37E+00   7.97E+01   2.02E+05   2.50E+00
congl+emb1    451         444   2.34E+00   8.73E+01   2.19E+05   2.70E+00
congl+emb1    451         445   2.39E+00   7.99E+01   2.39E+05   2.31E+00
congl+emb1    451         446   2.40E+00   8.59E+01   2.64E+05   2.57E+00
congl+emb1    451         447   2.39E+00   7.79E+01   2.73E+05   2.79E+00
congl+emb1    451         448   2.38E+00   8.26E+01   2.96E+05   2.28E+00
congl+emb1    451         449   2.41E+00   7.81E+01   3.21E+05   2.52E+00
congl+emb1    451         450   2.42E+00   7.35E+01   3.04E+05   2.92E+00
congl+emb2    452         451   2.43E+00   7.45E+01   3.34E+05   2.71E+00
congl+emb2    452         452   2.43E+00   7.17E+01   3.46E+05   2.79E+00
congl+emb2    452         453   2.44E+00   7.33E+01   3.78E+05   2.68E+00
congl+emb2    452         454   2.45E+00   6.58E+01   3.79E+05   2.83E+00
congl+emb2    452         455   2.44E+00   7.64E+01   4.19E+05   3.07E+00
congl+emb2    452         456   2.52E+00   6.84E+01   4.13E+05   2.93E+00
congl+emb2    452         457   2.50E+00   7.01E+01   5.01E+05   2.63E+00
congl+emb2    452         458   2.46E+00   7.06E+01   4.46E+05   2.95E+00
congl+emb2    452         459   2.48E+00   6.89E+01   4.80E+05   2.68E+00
congl+emb2    452         460   2.46E+00   6.31E+01   4.84E+05   3.29E+00
congl+emb2    452         461   2.49E+00   6.66E+01   5.26E+05   2.86E+00
congl+emb2    452         462   2.44E+00   6.28E+01   4.90E+05   2.91E+00
congl+emb2    452         463   2.49E+00   5.72E+01   5.16E+05   2.70E+00
congl+emb2    452         464   2.47E+00   5.43E+01   5.14E+05   3.02E+00
congl+emb2    452         465   2.54E+00   5.89E+01   5.80E+05   3.64E+00
congl+emb2    452         466   2.51E+00   5.50E+01   5.69E+05   2.94E+00
congl+emb2    452         467   2.55E+00   5.06E+01   6.14E+05   3.28E+00
congl+emb2    452         468   2.51E+00   5.12E+01   6.13E+05   3.15E+00
congl+emb2    452         469   2.49E+00   5.53E+01   5.77E+05   3.44E+00
congl+emb2    452         470   2.57E+00   5.49E+01   5.99E+05   3.33E+00
congl+emb2    452         471   2.52E+00   5.21E+01   6.43E+05   3.48E+00
congl+emb2    452         472   2.60E+00   5.01E+01   5.81E+05   3.28E+00
congl+emb3    453         473   2.58E+00   4.79E+01   6.33E+05   3.70E+00
congl+emb3    453         474   2.58E+00   4.61E+01   6.79E+05   3.51E+00
congl+emb3    453         475   2.51E+00   4.74E+01   7.45E+05   3.92E+00
congl+emb3    453         476   2.60E+00   4.76E+01   8.10E+05   3.51E+00
congl+emb3    453         477   2.59E+00   4.39E+01   6.32E+05   3.67E+00
congl+emb3    453         478   2.56E+00   4.64E+01   7.61E+05   3.42E+00
congl+emb3    453         479   2.61E+00   3.91E+01   6.87E+05   3.65E+00
congl+emb3    453         480   2.65E+00   4.14E+01   7.72E+05   3.88E+00
congl+emb3    453         481   2.52E+00   4.39E+01   7.47E+05   3.58E+00
congl+emb3    453         482   2.60E+00   3.87E+01   7.97E+05   4.07E+00
congl+emb3    453         483   2.56E+00   3.83E+01   8.25E+05   3.61E+00
congl+emb3    453         484   2.59E+00   3.57E+01   8.36E+05   3.96E+00
congl+emb3    453         485   2.58E+00   3.41E+01   8.78E+05   3.81E+00
congl+emb3    453         486   2.57E+00   3.99E+01   8.91E+05   3.30E+00
congl+emb3    453         487   2.64E+00   3.53E+01   9.26E+05   3.82E+00
congl+emb3    453         488   2.66E+00   3.17E+01   8.62E+05   4.29E+00
congl+emb3    453         489   2.64E+00   3.17E+01   8.81E+05   4.11E+00
congl+emb3    453         490   2.65E+00   3.16E+01   9.56E+05   4.10E+00
congl+emb3    453         491   2.64E+00   3.00E+01   9.56E+05   4.05E+00
congl+emb3    453         492   2.64E+00   3.14E+01   9.24E+05   4.17E+00
congl+emb3    453         493   2.65E+00   2.86E+01   8.69E+05   4.35E+00
congl+emb3    453         494   2.63E+00   2.73E+01   9.70E+05   4.57E+00
congl+emb4    454         495   2.61E+00   2.70E+01   9.11E+05   4.32E+00
congl+emb4    454         496   2.65E+00   2.45E+01   9.95E+05   4.24E+00
congl+emb4    454         497   2.64E+00   2.19E+01   1.06E+06   4.58E+00
congl+emb4    454         498   2.72E+00   2.15E+01   1.06E+06   4.31E+00
congl+emb4    454         499   2.73E+00   2.14E+01   1.05E+06   4.34E+00
congl+emb4    454         500   2.74E+00   2.20E+01   1.08E+06   4.26E+00
congl+emb4    454         501   2.80E+00   1.73E+01   9.83E+05   4.72E+00
congl+emb4    454         502   2.75E+00   1.87E+01   1.13E+06   4.23E+00
congl+emb4    454         503   2.73E+00   1.71E+01   9.35E+05   4.82E+00
congl+emb4    454         504   2.72E+00   1.52E+01   1.14E+06   4.29E+00
congl+emb4    454         505   2.77E+00   1.50E+01   1.11E+06   5.30E+00
congl+emb4    454         506   2.72E+00   1.28E+01   1.11E+06   4.70E+00
congl+emb4    454         507   2.73E+00   1.10E+01   1.11E+06   4.92E+00
congl+emb4    454         508   2.72E+00   1.17E+01   1.16E+06   4.70E+00
congl+emb4    454         509   2.77E+00   9.97E+00   1.27E+06   4.80E+00
congl+emb4    454         510   2.78E+00   8.29E+00   1.27E+06   5.11E+00
congl+emb4    454         511   2.77E+00   6.74E+00   1.23E+06   4.45E+00
congl+emb4    454         512   2.78E+00   6.25E+00   1.20E+06   4.26E+00
congl+emb4    454         513   2.74E+00   5.15E+00   1.27E+06   4.68E+00
congl+emb4    454         514   2.79E+00   3.96E+00   1.26E+06   4.71E+00
congl+emb4    454         515   2.77E+00   3.19E+00   1.18E+06   5.33E+00
congl+emb4    454         516   2.77E+00   1.78E+00   1.31E+06   5.02E+00
embasamento     5         517   2.80E+00   6.23E-01   1.31E+06   5.36E+00
embasamento     5         518   2.85E+00   5.94E-01   1.22E+06   5.17E+00
embasamento     5         519   2.87E+00   6.52E-01   1.27E+06   4.70E+00
embasamento     5         520   2.77E+00   7.44E-01   1.29E+06   4.77E+00
embasamento     5         521   2.81E+00   6.69E-01   1.36E+06   4.90E+00
embasamento     5         522   2.86E+00   6.31E-01   1.41E+06   4.82E+00
embasamento     5         523   2.83E+00   6.82E-01   1.24E+06   4.87E+00
embasamento     5         524   2.77E+00   7.45E-01   1.21E+06   4.67E+00
embasamento     5         525   2.89E+00   6.76E-01   1.35E+06   5.00E+00
embasamento     5         526   2.76E+00   6.92E-01   1.32E+06   4.95E+00
embasamento     5         527   2.83E+00   7.05E-01   1.34E+06   5.10E+00
embasamento     5         528   2.80E+00   6.69E-01   1.32E+06   4.86E+00
embasamento     5         529   2.77E+00   6.52E-01   1.36E+06   5.04E+00
embasamento     5         530   2.77E+00   6.29E-01   1.25E+06   4.75E+00
embasamento     5         531   2.85E+00   7.37E-01   1.15E+06   4.80E+00
embasamento     5         532   2.76E+00   6.99E-01   1.32E+06   5.03E+00
embasamento     5         533   2.76E+00   6.70E-01   1.38E+06   5.24E+00
embasamento     5         534   2.77E+00   6.52E-01   1.38E+06   4.77E+00
embasamento     5         535   2.81E+00   7.27E-01   1.32E+06   5.11E+00
embasamento     5         536   2.77E+00   7.38E-01   1.29E+06   5.53E+00
embasamento     5         537   2.78E+00   6.89E-01   1.21E+06   4.81E+00
embasamento     5         538   2.77E+00   6.51E-01   1.36E+06   4.78E+00
embasamento     5         539   2.85E+00   7.05E-01   1.35E+06   5.35E+00
embasamento     5         540   2.80E+00   7.01E-01   1.35E+06   4.76E+00
embasamento     5         541   2.89E+00   7.27E-01   1.34E+06   5.30E+00
embasamento     5         542   2.80E+00   6.54E-01   1.25E+06   5.23E+00
embasamento     5         543   2.76E+00   6.65E-01   1.30E+06   4.48E+00
embasamento     5         544   2.83E+00   7.83E-01   1.28E+06   5.12E+00
embasamento     5         545   2.78E+00   6.99E-01   1.33E+06   4.79E+00
embasamento     5         546   2.78E+00   6.85E-01   1.22E+06   5.11E+00
embasamento     5         547   2.79E+00   7.09E-01   1.21E+06   4.83E+00
embasamento     5         548   2.80E+00   7.01E-01   1.37E+06   5.19E+00
embasamento     5         549   2.84E+00   6.80E-01   1.24E+06   5.28E+00
embasamento     5         550   2.81E+00   6.61E-01   1.34E+06   4.73E+00
embasamento     5         551   2.79E+00   6.96E-01   1.30E+06   5.23E+00
embasamento     5         552   2.78E+00   6.65E-01   1.31E+06   5.12E+00
embasamento     5         553   2.79E+00   6.60E-01   1.14E+06   4.99E+00
embasamento     5         554   2.80E+00   7.21E-01   1.35E+06   5.69E+00
embasamento     5         555   2.76E+00   7.30E-01   1.31E+06   4.87E+00
embasamento     5         556   2.75E+00   7.05E-01   1.31E+06   4.67E+00
embasamento     5         557   2.77E+00   6.83E-01   1.30E+06   5.06E+00
embasamento     5         558   2.79E+00   7.02E-01   1.22E+06   5.20E+00
embasamento     5         559   2.82E+00   6.77E-01   1.35E+06   4.50E+00
embasamento     5         560   2.80E+00   6.55E-01   1.23E+06   5.00E+00
embasamento     5         561   2.83E+00   7.28E-01   1.35E+06   4.66E+00
embasamento     5         562   2.79E+00   7.15E-01   1.47E+06   4.65E+00
embasamento     5         563   2.82E+00   6.66E-01   1.32E+06   4.98E+00
embasamento     5         564   2.82E+00   6.84E-01   1.25E+06   5.37E+00
embasamento     5         565   2.80E+00   6.52E-01   1.32E+06   5.03E+00
embasamento     5         566   2.81E+00   6.90E-01   1.20E+06   4.65E+00
embasamento     5         567   2.76E+00   6.67E-01   1.18E+06   4.90E+00
embasamento     5         568   2.80E+00   7.13E-01   1.28E+06   5.05E+00
embasamento     5         569   2.82E+00   6.43E-01   1.28E+06   5.11E+00
embasamento     5         570   2.79E+00   7.81E-01   1.29E+06   4.70E+00
embasamento     5         571   2.78E+00   7.32E-01   1.29E+06   4.75E+00
embasamento     5         572   2.81E+00   6.94E-01   1.22E+06   5.30E+00
embasamento     5         573   2.74E+00   7.07E-01   1.39E+06   5.59E+00
embasamento     5         574   2.78E+00   6.96E-01   1.30E+06   4.74E+00
embasamento     5         575   2.81E+00   6.31E-01   1.30E+06   4.79E+00
embasamento     5         576   2.78E+00   6.66E-01   1.41E+06   4.87E+00
embasamento     5         577   2.82E+00   7.50E-01   1.21E+06   4.72E+00
embasamento     5         578   2.80E+00   7.29E-01   1.31E+06   5.14E+00
embasamento     5         579   2.84E+00   6.96E-01   1.28E+06   4.48E+00
embasamento     5         580   2.78E+00   7.15E-01   1.31E+06   4.90E+00
embasamento     5         581   2.83E+00   7.01E-01   1.36E+06   4.81E+00
embasamento     5         582   2.78E+00   6.13E-01   1.31E+06   5.56E+00
embasamento     5         583   2.79E+00   7.31E-01   1.30E+06   4.84E+00
embasamento     5         584   2.84E+00   7.40E-01   1.29E+06   5.22E+00
embasamento     5         585   2.76E+00   6.39E-01   1.39E+06   5.05E+00
embasamento     5         586   2.73E+00   7.98E-01   1.23E+06   4.45E+00
embasamento     5         587   2.82E+00   6.92E-01   1.22E+06   5.16E+00
embasamento     5         588   2.76E+00   7.69E-01   1.37E+06   4.88E+00
embasamento     5         589   2.74E+00   6.42E-01   1.41E+06   4.67E+00
embasamento     5         590   2.73E+00   7.31E-01   1.26E+06   4.79E+00
embasamento     5         591   2.82E+00   7.20E-01   1.15E+06   5.32E+00
embasamento     5         592   2.77E+00   7.42E-01   1.25E+06   5.26E+00
embasamento     5         593   2.76E+00   6.90E-01   1.33E+06   4.69E+00
embasamento     5         594   2.76E+00   7.04E-01   1.27E+06   5.05E+00
embasamento     5         595   2.80E+00   6.89E-01   1.37E+06   4.99E+00
embasamento     5         596   2.79E+00   6.94E-01   1.34E+06   4.99E+00
embasamento     5         597   2.81E+00   6.88E-01   1.44E+06   5.07E+00
embasamento     5         598   2.82E+00   6.14E-01   1.32E+06   4.89E+00
embasamento     5         599   2.75E+00   6.66E-01   1.37E+06   5.83E+00
embasamento     5         600   2.81E+00   7.51E-01   1.38E+06   5.44E+00
embasamento     5         601   2.83E+00   7.53E-01   1.23E+06   4.91E+00
embasamento     5         602   2.82E+00   6.90E-01   1.30E+06   5.17E+00
embasamento     5         603   2.80E+00   6.60E-01   1.39E+06   4.77E+00
embasamento     5         604   2.79E+00   7.40E-01   1.32E+06   5.03E+00
embasamento     5         605   2.81E+00   7.45E-01   1.29E+06   5.34E+00
embasamento     5         606   2.75E+00   7.07E-01   1.29E+06   5.30E+00
embasamento     5         607   2.76E+00   6.23E-01   1.39E+06   4.69E+00
embasamento     5         608   2.77E+00   6.53E-01   1.30E+06   5.19E+00
embasamento     5         609   2.80E+00   6.62E-01   1.33E+06   5.27E+00
embasamento     5         610   2.77E+00   7.19E-01   1.38E+06   5.71E+00
embasamento     5         611   2.81E+00   7.13E-01   1.21E+06   5.11E+00
embasamento     5         612   2.82E+00   6.60E-01   1.24E+06   5.37E+00
embasamento     5         613   2.79E+00   6.80E-01   1.43E+06   4.89E+00
embasamento     5         614   2.84E+00   7.51E-01   1.38E+06   4.73E+00
embasamento     5         615   2.88E+00   6.74E-01   1.29E+06   4.80E+00
embasamento     5         616   2.82E+00   7.81E-01   1.27E+06   5.12E+00
embasamento     5         617   2.81E+00   7.13E-01   1.23E+06   5.28E+00
embasamento     5         618   2.79E+00   6.52E-01   1.24E+06   5.30E+00
embasamento     5         619   2.80E+00   6.56E-01   1.28E+06   5.35E+00
embasamento     5         620   2.86E+00   7.46E-01   1.34E+06   5.13E+00
embasamento     5         621   2.79E+00   7.51E-01   1.36E+06   5.05E+00
embasamento     5         622   2.82E+00   7.45E-01   1.31E+06   5.29E+00
embasamento     5         623   2.82E+00   6.70E-01   1.25E+06   4.74E+00
embasamento     5         624   2.80E+00   6.93E-01   1.20E+06   5.10E+00
embasamento     5         625   2.79E+00   7.15E-01   1.21E+06   5.06E+00
embasamento     5         626   2.82E+00   7.09E-01   1.33E+06   5.27E+00
embasamento     5         627   2.78E+00   6.49E-01   1.42E+06   5.22E+00
embasamento     5         628   2.83E+00   6.86E-01   1.40E+06   5.26E+00
embasamento     5         629   2.81E+00   7.13E-01   1.37E+06   5.00E+00
embasamento     5         630   2.81E+00   7.30E-01   1.32E+06   5.49E+00
embasamento     5         631   2.77E+00   6.60E-01   1.33E+06   4.39E+00
embasamento     5         632   2.78E+00   7.17E-01   1.38E+06   5.50E+00
embasamento     5         633   2.77E+00   6.89E-01   1.39E+06   5.44E+00
embasamento     5         634   2.84E+00   7.14E-01   1.38E+06   5.44E+00
embasamento     5         635   2.84E+00   7.35E-01   1.36E+06   4.47E+00
embasamento     5         636   2.84E+00   7.12E-01   1.34E+06   4.88E+00
embasamento     5         637   2.77E+00   6.45E-01   1.39E+06   5.03E+00
embasamento     5         638   2.74E+00   6.90E-01   1.38E+06   5.22E+00
embasamento     5         639   2.74E+00   7.49E-01   1.35E+06   5.33E+00
embasamento     5         640   2.80E+00   6.99E-01   1.21E+06   4.78E+00
embasamento     5         641   2.84E+00   7.08E-01   1.27E+06   5.09E+00
embasamento     5         642   2.78E+00   6.89E-01   1.28E+06   5.01E+00
embasamento     5         643   2.79E+00   7.95E-01   1.28E+06   5.09E+00
embasamento     5         644   2.71E+00   6.39E-01   1.31E+06   4.98E+00
embasamento     5         645   2.79E+00   6.58E-01   1.21E+06   5.11E+00
embasamento     5         646   2.75E+00   6.60E-01   1.21E+06   4.64E+00
embasamento     5         647   2.78E+00   6.67E-01   1.29E+06   5.52E+00
embasamento     5         648   2.80E+00   7.19E-01   1.45E+06   4.91E+00
embasamento     5         649   2.79E+00   6.96E-01   1.33E+06   5.14E+00
embasamento     5         650   2.79E+00   7.60E-01   1.33E+06   5.31E+00
embasamento     5         651   2.77E+00   7.02E-01   1.33E+06   4.51E+00
embasamento     5         652   2.73E+00   7.12E-01   1.25E+06   5.02E+00
embasamento     5         653   2.79E+00   6.97E-01   1.39E+06   5.33E+00
embasamento     5         654   2.79E+00   6.21E-01   1.33E+06   5.23E+00
embasamento     5         655   2.86E+00   7.51E-01   1.37E+06   4.64E+00
embasamento     5         656   2.77E+00   7.02E-01   1.33E+06   5.09E+00
embasamento     5         657   2.83E+00   6.60E-01   1.26E+06   5.33E+00
embasamento     5         658   2.75E+00   6.38E-01   1.15E+06   5.14E+00
embasamento     5         659   2.81E+00   7.28E-01   1.42E+06   5.06E+00
embasamento     5         660   2.80E+00   7.03E-01   1.30E+06   5.20E+00
embasamento     5         661   2.77E+00   7.42E-01   1.32E+06   5.08E+00
embasamento     5         662   2.80E+00   7.05E-01   1.33E+06   4.99E+00
embasamento     5         663   2.80E+00   6.55E-01   1.32E+06   5.29E+00
embasamento     5         664   2.83E+00   7.46E-01   1.23E+06   5.05E+00
embasamento     5         665   2.81E+00   6.57E-01   1.37E+06   4.99E+00
embasamento     5         666   2.80E+00   6.97E-01   1.23E+06   5.37E+00
embasamento     5         667   2.79E+00   6.62E-01   1.17E+06   4.35E+00
embasamento     5         668   2.82E+00   7.06E-01   1.37E+06   5.01E+00
embasamento     5         669   2.79E+00   7.02E-01   1.22E+06   4.77E+00
embasamento     5         670   2.76E+00   7.05E-01   1.33E+06   4.63E+00
embasamento     5         671   2.79E+00   6.96E-01   1.21E+06   5.12E+00
embasamento     5         672   2.84E+00   7.08E-01   1.26E+06   5.03E+00
embasamento     5         673   2.82E+00   6.77E-01   1.39E+06   5.14E+00
embasamento     5         674   2.82E+00   7.31E-01   1.27E+06   5.16E+00
embasamento     5         675   2.79E+00   6.89E-01   1.29E+06   5.00E+00
embasamento     5         676   2.77E+00   7.57E-01   1.21E+06   4.39E+00
embasamento     5         677   2.85E+00   7.17E-01   1.24E+06   4.70E+00
embasamento     5         678   2.79E+00   7.10E-01   1.38E+06   5.30E+00
embasamento     5         679   2.80E+00   6.23E-01   1.43E+06   4.81E+00
embasamento     5         680   2.78E+00   6.85E-01   1.17E+06   4.63E+00
embasamento     5         681   2.79E+00   7.60E-01   1.24E+06   4.63E+00
embasamento     5         682   2.81E+00   7.25E-01   1.28E+06   4.78E+00
embasamento     5         683   2.84E+00   6.59E-01   1.36E+06   4.67E+00
embasamento     5         684   2.77E+00   6.72E-01   1.26E+06   4.78E+00
embasamento     5         685   2.80E+00   6.57E-01   1.37E+06   4.85E+00
embasamento     5         686   2.81E+00   6.77E-01   1.29E+06   5.42E+00
embasamento     5         687   2.81E+00   6.93E-01   1.29E+06   4.87E+00
embasamento     5         688   2.77E+00   6.36E-01   1.38E+06   5.08E+00
embasamento     5         689   2.80E+00   6.76E-01   1.32E+06   4.85E+00
embasamento     5         690   2.87E+00   7.02E-01   1.36E+06   5.56E+00
embasamento     5         691   2.86E+00   6.98E-01   1.24E+06   4.61E+00
embasamento     5         692   2.77E+00   6.91E-01   1.39E+06   5.30E+00
embasamento     5         693   2.85E+00   6.76E-01   1.26E+06   4.76E+00
embasamento     5         694   2.81E+00   6.97E-01   1.32E+06   5.82E+00
embasamento     5         695   2.80E+00   6.79E-01   1.21E+06   4.40E+00
embasamento     5         696   2.79E+00   7.13E-01   1.33E+06   5.60E+00
embasamento     5         697   2.81E+00   6.95E-01   1.32E+06   5.02E+00
embasamento     5         698   2.75E+00   7.59E-01   1.29E+06   5.11E+00
embasamento     5         699   2.75E+00   7.16E-01   1.27E+06   5.12E+00
embasamento     5         700   2.86E+00   7.03E-01   1.27E+06   5.62E+00
embasamento     5         701   2.78E+00   7.12E-01   1.29E+06   5.36E+00
embasamento     5         702   2.83E+00   6.65E-01   1.29E+06   5.01E+00
embasamento     5         703   2.78E+00   7.09E-01   1.25E+06   5.29E+00
embasamento     5         704   2.79E+00   7.14E-01   1.27E+06   4.79E+00
embasamento     5         705   2.76E+00   7.32E-01   1.31E+06   5.00E+00
embasamento     5         706   2.80E+00   6.83E-01   1.30E+06   4.47E+00
embasamento     5         707   2.74E+00   7.41E-01   1.25E+06   4.89E+00
embasamento     5         708   2.78E+00   6.76E-01   1.26E+06   4.57E+00
embasamento     5         709   2.87E+00   6.84E-01   1.23E+06   5.62E+00
embasamento     5         710   2.80E+00   6.29E-01   1.30E+06   5.43E+00
embasamento     5         711   2.83E+00   7.31E-01   1.24E+06   5.21E+00
embasamento     5         712   2.78E+00   7.17E-01   1.20E+06   4.49E+00
embasamento     5         713   2.76E+00   7.38E-01   1.43E+06   4.39E+00
embasamento     5         714   2.83E+00   7.68E-01   1.32E+06   5.13E+00
embasamento     5         715   2.79E+00   6.86E-01   1.32E+06   5.05E+00
embasamento     5         716   2.73E+00   7.83E-01   1.24E+06   5.58E+00
embasamento     5         717   2.82E+00   6.88E-01   1.29E+06   5.00E+00
embasamento     5         718   2.75E+00   7.16E-01   1.30E+06   5.17E+00
embasamento     5         719   2.81E+00   7.22E-01   1.28E+06   4.70E+00
embasamento     5         720   2.79E+00   6.66E-01   1.39E+06   5.33E+00
embasamento     5         721   2.76E+00   6.95E-01   1.25E+06   4.91E+00
embasamento     5         722   2.80E+00   7.14E-01   1.31E+06   4.73E+00
embasamento     5         723   2.79E+00   7.39E-01   1.28E+06   4.56E+00
embasamento     5         724   2.86E+00   6.62E-01   1.31E+06   5.33E+00
embasamento     5         725   2.81E+00   6.83E-01   1.32E+06   5.03E+00
embasamento     5         726   2.81E+00   6.95E-01   1.32E+06   4.90E+00
embasamento     5         727   2.79E+00   7.07E-01   1.16E+06   5.41E+00
embasamento     5         728   2.82E+00   7.17E-01   1.27E+06   4.84E+00
embasamento     5         729   2.79E+00   7.28E-01   1.31E+06   4.95E+00
embasamento     5         730   2.79E+00   6.91E-01   1.22E+06   4.84E+00
embasamento     5         731   2.83E+00   7.01E-01   1.18E+06   4.76E+00
embasamento     5         732   2.86E+00   7.38E-01   1.18E+06   4.99E+00
embasamento     5         733   2.82E+00   6.50E-01   1.44E+06   5.05E+00
embasamento     5         734   2.76E+00   6.55E-01   1.33E+06   4.88E+00
embasamento     5         735   2.83E+00   6.61E-01   1.27E+06   5.23E+00
embasamento     5         736   2.77E+00   6.65E-01   1.23E+06   4.79E+00
embasamento     5         737   2.81E+00   6.86E-01   1.31E+06   4.28E+00
embasamento     5         738   2.79E+00   7.36E-01   1.23E+06   4.85E+00
embasamento     5         739   2.79E+00   6.81E-01   1.27E+06   4.83E+00
embasamento     5         740   2.81E+00   6.50E-01   1.26E+06   4.71E+00
embasamento     5         741   2.77E+00   7.43E-01   1.30E+06   4.90E+00
embasamento     5         742   2.76E+00   7.34E-01   1.31E+06   4.72E+00
embasamento     5         743   2.77E+00   7.48E-01   1.36E+06   5.14E+00
