Litologia     codigo      prof  dens       gama       rho        vel
conglomerado    4         372   2.30E+00   9.81E+01   5.89E+03   2.08E+00
conglomerado    4         373   2.28E+00   8.30E+01   6.16E+03   2.09E+00
conglomerado    4         374   2.30E+00   9.10E+01   5.63E+03   1.99E+00
conglomerado    4         375   2.31E+00   1.12E+02   5.37E+03   2.14E+00
conglomerado    4         376   2.35E+00   1.04E+02   5.80E+03   1.97E+00
conglomerado    4         377   2.32E+00   9.28E+01   6.09E+03   1.92E+00
conglomerado    4         378   2.33E+00   8.61E+01   5.62E+03   1.79E+00
conglomerado    4         379   2.31E+00   9.00E+01   6.40E+03   2.07E+00
conglomerado    4         380   2.30E+00   1.01E+02   6.05E+03   1.80E+00
conglomerado    4         381   2.27E+00   1.04E+02   5.67E+03   2.04E+00
conglomerado    4         382   2.24E+00   9.80E+01   5.71E+03   2.10E+00
conglomerado    4         383   2.30E+00   9.61E+01   6.01E+03   1.96E+00
conglomerado    4         384   2.32E+00   1.07E+02   5.27E+03   1.98E+00
conglomerado    4         385   2.30E+00   9.95E+01   5.67E+03   2.18E+00
conglomerado    4         386   2.32E+00   1.04E+02   5.82E+03   2.35E+00
conglomerado    4         387   2.31E+00   1.07E+02   5.95E+03   1.97E+00
conglomerado    4         388   2.32E+00   9.58E+01   6.23E+03   2.06E+00
conglomerado    4         389   2.30E+00   8.98E+01   6.40E+03   2.02E+00
conglomerado    4         390   2.36E+00   1.14E+02   5.90E+03   2.11E+00
conglomerado    4         391   2.28E+00   9.25E+01   5.75E+03   1.94E+00
conglomerado    4         392   2.34E+00   1.06E+02   6.44E+03   2.10E+00
conglomerado    4         393   2.31E+00   1.10E+02   6.25E+03   2.10E+00
conglomerado    4         394   2.30E+00   1.03E+02   6.23E+03   2.15E+00
conglomerado    4         395   2.35E+00   1.01E+02   5.94E+03   2.01E+00
conglomerado    4         396   2.30E+00   1.05E+02   6.24E+03   1.93E+00
conglomerado    4         397   2.32E+00   1.03E+02   5.59E+03   1.99E+00
conglomerado    4         398   2.28E+00   9.73E+01   6.17E+03   2.27E+00
conglomerado    4         399   2.26E+00   1.04E+02   5.69E+03   1.91E+00
conglomerado    4         400   2.23E+00   1.01E+02   5.79E+03   1.97E+00
conglomerado    4         401   2.28E+00   1.00E+02   5.78E+03   2.19E+00
conglomerado    4         402   2.31E+00   1.03E+02   5.17E+03   2.13E+00
conglomerado    4         403   2.27E+00   9.18E+01   5.92E+03   2.08E+00
conglomerado    4         404   2.29E+00   9.32E+01   6.13E+03   2.13E+00
conglomerado    4         405   2.28E+00   9.78E+01   5.62E+03   1.83E+00
conglomerado    4         406   2.31E+00   9.76E+01   5.69E+03   2.06E+00
conglomerado    4         407   2.36E+00   9.74E+01   6.48E+03   2.11E+00
conglomerado    4         408   2.28E+00   8.38E+01   5.85E+03   1.98E+00
conglomerado    4         409   2.30E+00   1.04E+02   6.12E+03   1.97E+00
conglomerado    4         410   2.27E+00   9.42E+01   6.20E+03   2.01E+00
conglomerado    4         411   2.32E+00   9.89E+01   6.20E+03   1.86E+00
conglomerado    4         412   2.30E+00   9.57E+01   5.00E+03   1.78E+00
conglomerado    4         413   2.29E+00   9.70E+01   5.70E+03   1.86E+00
conglomerado    4         414   2.33E+00   9.87E+01   5.83E+03   1.93E+00
conglomerado    4         415   2.30E+00   9.85E+01   5.70E+03   2.22E+00
conglomerado    4         416   2.29E+00   8.98E+01   5.95E+03   2.11E+00
conglomerado    4         417   2.29E+00   1.01E+02   5.44E+03   2.01E+00
conglomerado    4         418   2.32E+00   1.00E+02   6.54E+03   2.02E+00
conglomerado    4         419   2.32E+00   1.07E+02   5.80E+03   1.99E+00
conglomerado    4         420   2.28E+00   1.01E+02   5.71E+03   1.99E+00
conglomerado    4         421   2.30E+00   1.00E+02   5.56E+03   2.05E+00
conglomerado    4         422   2.31E+00   9.52E+01   6.21E+03   1.89E+00
conglomerado    4         423   2.33E+00   1.06E+02   5.73E+03   1.90E+00
conglomerado    4         424   2.33E+00   1.01E+02   5.76E+03   1.88E+00
conglomerado    4         425   2.32E+00   1.08E+02   6.04E+03   1.93E+00
conglomerado    4         426   2.29E+00   1.04E+02   5.71E+03   2.02E+00
conglomerado    4         427   2.30E+00   1.04E+02   5.90E+03   2.03E+00
conglomerado    4         428   2.26E+00   9.95E+01   6.10E+03   1.85E+00
conglomerado    4         429   2.28E+00   9.66E+01   6.16E+03   2.06E+00
conglomerado    4         430   2.29E+00   9.41E+01   5.56E+03   2.10E+00
conglomerado    4         431   2.35E+00   1.01E+02   6.07E+03   2.14E+00
conglomerado    4         432   2.27E+00   1.05E+02   5.11E+03   2.15E+00
conglomerado    4         433   2.30E+00   9.49E+01   6.16E+03   2.25E+00
conglomerado    4         434   2.36E+00   9.69E+01   5.65E+03   2.07E+00
conglomerado    4         435   2.31E+00   9.54E+01   5.87E+03   1.88E+00
conglomerado    4         436   2.31E+00   8.94E+01   5.93E+03   2.08E+00
conglomerado    4         437   2.30E+00   1.05E+02   6.49E+03   2.12E+00
conglomerado    4         438   2.32E+00   9.14E+01   5.95E+03   1.99E+00
conglomerado    4         439   2.27E+00   1.01E+02   5.94E+03   2.00E+00
conglomerado    4         440   2.29E+00   1.02E+02   6.38E+03   2.10E+00
conglomerado    4         441   2.31E+00   1.07E+02   6.23E+03   1.96E+00
conglomerado    4         442   2.31E+00   9.63E+01   6.07E+03   2.06E+00
conglomerado    4         443   2.27E+00   9.74E+01   5.91E+03   1.95E+00
conglomerado    4         444   2.27E+00   9.90E+01   6.35E+03   1.97E+00
conglomerado    4         445   2.29E+00   9.72E+01   5.94E+03   1.99E+00
conglomerado    4         446   2.26E+00   9.09E+01   6.05E+03   1.83E+00
conglomerado    4         447   2.33E+00   9.64E+01   5.62E+03   1.87E+00
conglomerado    4         448   2.30E+00   1.04E+02   6.00E+03   2.09E+00
conglomerado    4         449   2.33E+00   9.71E+01   5.91E+03   1.81E+00
conglomerado    4         450   2.33E+00   1.00E+02   5.44E+03   1.97E+00
conglomerado    4         451   2.30E+00   1.10E+02   6.33E+03   2.01E+00
conglomerado    4         452   2.32E+00   9.88E+01   6.35E+03   1.96E+00
conglomerado    4         453   2.29E+00   8.86E+01   5.93E+03   1.99E+00
conglomerado    4         454   2.31E+00   1.02E+02   5.64E+03   1.97E+00
conglomerado    4         455   2.31E+00   9.67E+01   5.86E+03   1.75E+00
conglomerado    4         456   2.30E+00   1.02E+02   5.65E+03   1.88E+00
conglomerado    4         457   2.28E+00   1.01E+02   6.25E+03   2.10E+00
conglomerado    4         458   2.30E+00   9.50E+01   6.03E+03   2.12E+00
conglomerado    4         459   2.36E+00   1.01E+02   5.58E+03   2.02E+00
conglomerado    4         460   2.34E+00   1.06E+02   6.41E+03   2.22E+00
conglomerado    4         461   2.29E+00   9.52E+01   6.36E+03   2.06E+00
conglomerado    4         462   2.32E+00   1.05E+02   5.41E+03   2.05E+00
conglomerado    4         463   2.30E+00   9.25E+01   5.92E+03   2.15E+00
conglomerado    4         464   2.27E+00   9.43E+01   6.41E+03   2.00E+00
conglomerado    4         465   2.31E+00   9.71E+01   5.81E+03   2.13E+00
conglomerado    4         466   2.28E+00   1.00E+02   5.65E+03   2.07E+00
conglomerado    4         467   2.30E+00   9.27E+01   6.34E+03   1.87E+00
conglomerado    4         468   2.28E+00   1.02E+02   6.15E+03   2.09E+00
conglomerado    4         469   2.32E+00   1.12E+02   6.11E+03   2.21E+00
conglomerado    4         470   2.30E+00   9.32E+01   5.90E+03   2.14E+00
conglomerado    4         471   2.27E+00   1.13E+02   5.93E+03   2.20E+00
conglomerado    4         472   2.33E+00   1.05E+02   5.90E+03   1.95E+00
conglomerado    4         473   2.33E+00   9.48E+01   6.24E+03   1.81E+00
conglomerado    4         474   2.28E+00   1.01E+02   5.65E+03   1.88E+00
conglomerado    4         475   2.31E+00   1.02E+02   6.09E+03   1.91E+00
conglomerado    4         476   2.23E+00   9.91E+01   5.87E+03   2.01E+00
conglomerado    4         477   2.37E+00   1.03E+02   5.83E+03   1.95E+00
conglomerado    4         478   2.28E+00   9.30E+01   6.09E+03   2.09E+00
conglomerado    4         479   2.31E+00   1.06E+02   6.00E+03   1.79E+00
conglomerado    4         480   2.22E+00   1.01E+02   5.92E+03   2.09E+00
conglomerado    4         481   2.27E+00   1.07E+02   6.26E+03   2.11E+00
conglomerado    4         482   2.29E+00   1.04E+02   6.92E+03   1.93E+00
conglomerado    4         483   2.33E+00   9.97E+01   6.08E+03   2.14E+00
conglomerado    4         484   2.29E+00   9.38E+01   6.04E+03   1.80E+00
conglomerado    4         485   2.29E+00   9.87E+01   6.34E+03   2.12E+00
conglomerado    4         486   2.31E+00   8.86E+01   5.71E+03   2.16E+00
conglomerado    4         487   2.30E+00   9.68E+01   5.73E+03   1.89E+00
conglomerado    4         488   2.27E+00   1.06E+02   5.85E+03   2.00E+00
conglomerado    4         489   2.27E+00   9.55E+01   6.14E+03   2.02E+00
conglomerado    4         490   2.32E+00   9.76E+01   6.13E+03   1.96E+00
conglomerado    4         491   2.31E+00   1.02E+02   5.36E+03   1.94E+00
conglomerado    4         492   2.27E+00   9.95E+01   5.62E+03   1.98E+00
conglomerado    4         493   2.31E+00   1.01E+02   6.35E+03   2.08E+00
conglomerado    4         494   2.27E+00   9.87E+01   5.97E+03   1.86E+00
conglomerado    4         495   2.30E+00   1.06E+02   6.47E+03   2.02E+00
conglomerado    4         496   2.29E+00   9.66E+01   5.94E+03   1.92E+00
conglomerado    4         497   2.33E+00   9.56E+01   6.01E+03   1.78E+00
conglomerado    4         498   2.29E+00   9.84E+01   5.84E+03   1.91E+00
conglomerado    4         499   2.34E+00   1.04E+02   5.96E+03   2.07E+00
conglomerado    4         500   2.27E+00   9.52E+01   5.35E+03   1.91E+00
conglomerado    4         501   2.28E+00   1.03E+02   5.85E+03   2.02E+00
conglomerado    4         502   2.38E+00   1.02E+02   5.92E+03   2.00E+00
conglomerado    4         503   2.30E+00   9.43E+01   6.12E+03   1.93E+00
conglomerado    4         504   2.31E+00   1.06E+02   5.37E+03   2.01E+00
conglomerado    4         505   2.27E+00   1.02E+02   6.11E+03   2.05E+00
conglomerado    4         506   2.29E+00   1.01E+02   6.24E+03   1.86E+00
conglomerado    4         507   2.27E+00   1.01E+02   6.36E+03   2.02E+00
conglomerado    4         508   2.32E+00   1.07E+02   5.67E+03   2.00E+00
conglomerado    4         509   2.27E+00   1.12E+02   6.48E+03   2.14E+00
conglomerado    4         510   2.29E+00   9.71E+01   5.75E+03   1.92E+00
conglomerado    4         511   2.25E+00   9.13E+01   5.87E+03   2.04E+00
conglomerado    4         512   2.31E+00   1.01E+02   5.65E+03   1.89E+00
conglomerado    4         513   2.27E+00   9.58E+01   6.39E+03   1.87E+00
conglomerado    4         514   2.33E+00   1.01E+02   6.08E+03   1.98E+00
conglomerado    4         515   2.27E+00   1.05E+02   6.23E+03   2.01E+00
conglomerado    4         516   2.30E+00   9.42E+01   5.77E+03   1.99E+00
conglomerado    4         517   2.29E+00   1.12E+02   5.55E+03   1.86E+00
conglomerado    4         518   2.25E+00   1.05E+02   6.26E+03   2.15E+00
conglomerado    4         519   2.34E+00   1.01E+02   6.29E+03   2.04E+00
conglomerado    4         520   2.27E+00   1.03E+02   6.05E+03   2.11E+00
conglomerado    4         521   2.33E+00   1.07E+02   6.51E+03   2.05E+00
conglomerado    4         522   2.31E+00   1.02E+02   5.89E+03   2.08E+00
conglomerado    4         523   2.30E+00   9.46E+01   6.28E+03   1.66E+00
conglomerado    4         524   2.30E+00   9.92E+01   6.67E+03   1.98E+00
conglomerado    4         525   2.30E+00   1.05E+02   6.08E+03   2.06E+00
conglomerado    4         526   2.27E+00   9.74E+01   6.04E+03   2.12E+00
conglomerado    4         527   2.31E+00   1.00E+02   6.04E+03   2.25E+00
conglomerado    4         528   2.28E+00   1.01E+02   6.05E+03   2.01E+00
conglomerado    4         529   2.28E+00   1.01E+02   6.45E+03   1.89E+00
conglomerado    4         530   2.29E+00   1.06E+02   5.93E+03   1.93E+00
conglomerado    4         531   2.31E+00   9.87E+01   5.38E+03   2.13E+00
conglomerado    4         532   2.32E+00   9.93E+01   5.48E+03   1.99E+00
conglomerado    4         533   2.29E+00   1.04E+02   5.31E+03   2.10E+00
conglomerado    4         534   2.31E+00   9.77E+01   5.62E+03   2.03E+00
conglomerado    4         535   2.27E+00   1.07E+02   6.81E+03   1.97E+00
conglomerado    4         536   2.32E+00   1.03E+02   5.56E+03   2.34E+00
conglomerado    4         537   2.29E+00   1.05E+02   5.13E+03   1.94E+00
conglomerado    4         538   2.29E+00   1.01E+02   6.31E+03   2.06E+00
conglomerado    4         539   2.28E+00   9.59E+01   5.88E+03   1.91E+00
conglomerado    4         540   2.22E+00   1.07E+02   5.86E+03   1.96E+00
conglomerado    4         541   2.25E+00   1.02E+02   5.34E+03   1.86E+00
conglomerado    4         542   2.30E+00   9.35E+01   5.69E+03   1.80E+00
conglomerado    4         543   2.29E+00   9.81E+01   6.42E+03   2.05E+00
conglomerado    4         544   2.31E+00   8.63E+01   6.02E+03   2.12E+00
conglomerado    4         545   2.32E+00   9.22E+01   6.09E+03   2.08E+00
conglomerado    4         546   2.28E+00   1.01E+02   5.52E+03   2.24E+00
conglomerado    4         547   2.28E+00   1.02E+02   5.97E+03   1.91E+00
conglomerado    4         548   2.36E+00   9.64E+01   5.90E+03   1.95E+00
conglomerado    4         549   2.32E+00   1.02E+02   5.99E+03   2.00E+00
conglomerado    4         550   2.27E+00   1.06E+02   5.70E+03   2.15E+00
conglomerado    4         551   2.27E+00   1.10E+02   6.33E+03   1.80E+00
conglomerado    4         552   2.36E+00   9.82E+01   6.91E+03   2.10E+00
conglomerado    4         553   2.35E+00   9.60E+01   6.66E+03   2.00E+00
conglomerado    4         554   2.32E+00   1.05E+02   5.89E+03   2.20E+00
conglomerado    4         555   2.26E+00   1.06E+02   6.14E+03   1.91E+00
conglomerado    4         556   2.32E+00   9.53E+01   5.92E+03   2.06E+00
conglomerado    4         557   2.32E+00   9.40E+01   6.03E+03   1.98E+00
conglomerado    4         558   2.27E+00   1.17E+02   6.04E+03   1.87E+00
conglomerado    4         559   2.30E+00   1.06E+02   6.13E+03   1.94E+00
conglomerado    4         560   2.33E+00   1.10E+02   5.70E+03   1.95E+00
conglomerado    4         561   2.31E+00   9.72E+01   5.82E+03   1.97E+00
conglomerado    4         562   2.33E+00   1.00E+02   6.22E+03   2.10E+00
conglomerado    4         563   2.27E+00   1.01E+02   5.67E+03   1.97E+00
conglomerado    4         564   2.38E+00   1.07E+02   5.48E+03   1.83E+00
conglomerado    4         565   2.30E+00   9.31E+01   6.35E+03   2.14E+00
conglomerado    4         566   2.32E+00   9.83E+01   6.03E+03   2.06E+00
conglomerado    4         567   2.32E+00   9.98E+01   6.03E+03   1.85E+00
conglomerado    4         568   2.30E+00   1.04E+02   6.39E+03   2.04E+00
conglomerado    4         569   2.33E+00   8.81E+01   5.94E+03   2.02E+00
conglomerado    4         570   2.28E+00   9.51E+01   6.26E+03   1.97E+00
conglomerado    4         571   2.30E+00   9.03E+01   5.86E+03   1.90E+00
conglomerado    4         572   2.28E+00   9.80E+01   5.75E+03   1.86E+00
conglomerado    4         573   2.30E+00   9.31E+01   6.43E+03   2.14E+00
conglomerado    4         574   2.27E+00   9.30E+01   6.27E+03   1.98E+00
conglomerado    4         575   2.33E+00   9.81E+01   6.25E+03   1.98E+00
conglomerado    4         576   2.27E+00   1.01E+02   6.29E+03   1.75E+00
conglomerado    4         577   2.27E+00   9.86E+01   6.53E+03   2.15E+00
conglomerado    4         578   2.33E+00   9.91E+01   5.94E+03   2.07E+00
conglomerado    4         579   2.32E+00   1.01E+02   6.00E+03   1.92E+00
conglomerado    4         580   2.33E+00   9.79E+01   5.86E+03   2.07E+00
conglomerado    4         581   2.32E+00   1.01E+02   6.02E+03   2.08E+00
conglomerado    4         582   2.27E+00   9.85E+01   6.56E+03   2.09E+00
conglomerado    4         583   2.28E+00   8.95E+01   5.78E+03   2.18E+00
conglomerado    4         584   2.32E+00   9.42E+01   6.17E+03   2.08E+00
conglomerado    4         585   2.33E+00   1.06E+02   6.43E+03   1.89E+00
conglomerado    4         586   2.30E+00   1.01E+02   6.23E+03   2.08E+00
conglomerado    4         587   2.32E+00   9.46E+01   5.65E+03   2.00E+00
conglomerado    4         588   2.37E+00   9.81E+01   5.81E+03   2.09E+00
conglomerado    4         589   2.31E+00   9.05E+01   5.92E+03   1.98E+00
conglomerado    4         590   2.30E+00   9.43E+01   6.37E+03   2.10E+00
conglomerado    4         591   2.28E+00   9.90E+01   6.32E+03   2.03E+00
conglomerado    4         592   2.31E+00   9.44E+01   5.56E+03   2.11E+00
conglomerado    4         593   2.30E+00   1.04E+02   5.57E+03   1.96E+00
conglomerado    4         594   2.31E+00   1.00E+02   5.92E+03   2.25E+00
conglomerado    4         595   2.30E+00   9.66E+01   5.99E+03   1.97E+00
conglomerado    4         596   2.26E+00   1.02E+02   6.32E+03   1.81E+00
conglomerado    4         597   2.27E+00   1.03E+02   6.41E+03   2.04E+00
conglomerado    4         598   2.27E+00   9.78E+01   6.00E+03   1.96E+00
conglomerado    4         599   2.28E+00   1.00E+02   6.35E+03   1.78E+00
conglomerado    4         600   2.26E+00   1.04E+02   5.76E+03   2.06E+00
conglomerado    4         601   2.33E+00   8.99E+01   6.12E+03   2.09E+00
conglomerado    4         602   2.31E+00   9.02E+01   5.95E+03   2.13E+00
conglomerado    4         603   2.34E+00   9.87E+01   6.42E+03   1.88E+00
conglomerado    4         604   2.29E+00   9.48E+01   5.71E+03   2.05E+00
conglomerado    4         605   2.25E+00   9.62E+01   6.15E+03   2.02E+00
conglomerado    4         606   2.27E+00   1.07E+02   6.06E+03   1.98E+00
conglomerado    4         607   2.30E+00   9.99E+01   6.92E+03   2.09E+00
conglomerado    4         608   2.30E+00   9.39E+01   5.82E+03   2.29E+00
conglomerado    4         609   2.29E+00   9.96E+01   5.88E+03   2.02E+00
conglomerado    4         610   2.31E+00   1.05E+02   5.88E+03   1.91E+00
conglomerado    4         611   2.27E+00   9.65E+01   5.56E+03   2.10E+00
conglomerado    4         612   2.33E+00   1.02E+02   6.64E+03   2.00E+00
conglomerado    4         613   2.29E+00   9.74E+01   5.66E+03   2.01E+00
conglomerado    4         614   2.27E+00   9.92E+01   6.08E+03   1.92E+00
conglomerado    4         615   2.32E+00   9.86E+01   6.10E+03   1.83E+00
conglomerado    4         616   2.29E+00   9.84E+01   5.91E+03   1.91E+00
conglomerado    4         617   2.31E+00   1.11E+02   5.91E+03   2.19E+00
conglomerado    4         618   2.32E+00   9.51E+01   6.09E+03   1.93E+00
conglomerado    4         619   2.29E+00   9.74E+01   6.08E+03   1.91E+00
conglomerado    4         620   2.32E+00   1.02E+02   6.45E+03   2.03E+00
conglomerado    4         621   2.28E+00   1.08E+02   5.96E+03   2.12E+00
conglomerado    4         622   2.30E+00   9.38E+01   5.63E+03   1.93E+00
conglomerado    4         623   2.27E+00   9.46E+01   5.61E+03   2.09E+00
conglomerado    4         624   2.31E+00   1.03E+02   6.35E+03   2.15E+00
conglomerado    4         625   2.29E+00   1.00E+02   6.35E+03   1.93E+00
conglomerado    4         626   2.27E+00   1.05E+02   6.10E+03   2.05E+00
conglomerado    4         627   2.32E+00   1.02E+02   6.36E+03   2.11E+00
conglomerado    4         628   2.26E+00   1.01E+02   6.15E+03   1.99E+00
embasamento     5         629   2.82E+00   7.52E-01   1.27E+06   5.10E+00
embasamento     5         630   2.82E+00   6.95E-01   1.21E+06   4.88E+00
embasamento     5         631   2.80E+00   7.16E-01   1.29E+06   4.71E+00
embasamento     5         632   2.80E+00   6.66E-01   1.36E+06   4.41E+00
embasamento     5         633   2.80E+00   7.12E-01   1.23E+06   4.16E+00
embasamento     5         634   2.76E+00   6.98E-01   1.22E+06   4.91E+00
embasamento     5         635   2.79E+00   6.50E-01   1.44E+06   4.70E+00
embasamento     5         636   2.81E+00   6.84E-01   1.32E+06   4.92E+00
embasamento     5         637   2.83E+00   7.18E-01   1.33E+06   4.72E+00
embasamento     5         638   2.80E+00   6.67E-01   1.34E+06   5.05E+00
embasamento     5         639   2.80E+00   7.16E-01   1.38E+06   4.84E+00
embasamento     5         640   2.83E+00   7.20E-01   1.32E+06   5.45E+00
embasamento     5         641   2.79E+00   7.14E-01   1.28E+06   4.30E+00
embasamento     5         642   2.80E+00   7.07E-01   1.15E+06   4.81E+00
embasamento     5         643   2.79E+00   7.24E-01   1.31E+06   5.70E+00
embasamento     5         644   2.80E+00   7.14E-01   1.32E+06   5.10E+00
embasamento     5         645   2.85E+00   7.87E-01   1.34E+06   4.48E+00
embasamento     5         646   2.74E+00   7.04E-01   1.27E+06   5.34E+00
embasamento     5         647   2.79E+00   7.10E-01   1.34E+06   4.69E+00
embasamento     5         648   2.85E+00   7.08E-01   1.28E+06   4.67E+00
embasamento     5         649   2.76E+00   7.10E-01   1.27E+06   4.82E+00
embasamento     5         650   2.78E+00   6.33E-01   1.33E+06   5.34E+00
embasamento     5         651   2.78E+00   7.06E-01   1.20E+06   4.93E+00
embasamento     5         652   2.79E+00   7.22E-01   1.33E+06   5.11E+00
embasamento     5         653   2.76E+00   7.01E-01   1.32E+06   4.92E+00
embasamento     5         654   2.79E+00   7.61E-01   1.29E+06   5.62E+00
embasamento     5         655   2.79E+00   6.51E-01   1.35E+06   5.30E+00
embasamento     5         656   2.80E+00   7.03E-01   1.30E+06   4.97E+00
embasamento     5         657   2.77E+00   7.30E-01   1.30E+06   4.15E+00
embasamento     5         658   2.81E+00   6.88E-01   1.37E+06   4.88E+00
embasamento     5         659   2.75E+00   7.06E-01   1.22E+06   5.15E+00
embasamento     5         660   2.79E+00   6.89E-01   1.24E+06   4.89E+00
embasamento     5         661   2.73E+00   7.20E-01   1.23E+06   4.94E+00
embasamento     5         662   2.85E+00   6.90E-01   1.37E+06   4.98E+00
embasamento     5         663   2.72E+00   6.58E-01   1.32E+06   4.53E+00
embasamento     5         664   2.83E+00   6.62E-01   1.29E+06   5.02E+00
embasamento     5         665   2.77E+00   7.64E-01   1.39E+06   5.30E+00
embasamento     5         666   2.80E+00   7.73E-01   1.12E+06   5.28E+00
embasamento     5         667   2.83E+00   6.56E-01   1.21E+06   4.69E+00
embasamento     5         668   2.81E+00   7.48E-01   1.32E+06   5.33E+00
embasamento     5         669   2.81E+00   6.97E-01   1.32E+06   4.93E+00
embasamento     5         670   2.79E+00   7.33E-01   1.34E+06   4.78E+00
embasamento     5         671   2.79E+00   7.41E-01   1.33E+06   5.60E+00
embasamento     5         672   2.82E+00   7.27E-01   1.25E+06   5.25E+00
embasamento     5         673   2.77E+00   6.77E-01   1.28E+06   5.34E+00
embasamento     5         674   2.77E+00   7.39E-01   1.31E+06   5.15E+00
embasamento     5         675   2.84E+00   6.49E-01   1.33E+06   4.62E+00
embasamento     5         676   2.79E+00   6.50E-01   1.32E+06   5.02E+00
embasamento     5         677   2.80E+00   7.79E-01   1.42E+06   5.00E+00
embasamento     5         678   2.82E+00   7.31E-01   1.23E+06   5.32E+00
embasamento     5         679   2.76E+00   7.42E-01   1.27E+06   5.01E+00
embasamento     5         680   2.79E+00   7.27E-01   1.27E+06   4.85E+00
embasamento     5         681   2.84E+00   7.31E-01   1.20E+06   4.84E+00
embasamento     5         682   2.77E+00   6.89E-01   1.21E+06   5.10E+00
embasamento     5         683   2.80E+00   7.48E-01   1.32E+06   4.85E+00
embasamento     5         684   2.84E+00   7.26E-01   1.38E+06   5.26E+00
embasamento     5         685   2.80E+00   7.27E-01   1.17E+06   5.19E+00
embasamento     5         686   2.77E+00   6.53E-01   1.20E+06   5.56E+00
embasamento     5         687   2.79E+00   7.04E-01   1.29E+06   4.95E+00
embasamento     5         688   2.80E+00   6.98E-01   1.25E+06   5.08E+00
embasamento     5         689   2.84E+00   7.32E-01   1.25E+06   5.60E+00
embasamento     5         690   2.80E+00   6.53E-01   1.37E+06   5.11E+00
embasamento     5         691   2.81E+00   6.51E-01   1.37E+06   4.95E+00
embasamento     5         692   2.85E+00   7.14E-01   1.44E+06   5.35E+00
embasamento     5         693   2.74E+00   7.50E-01   1.24E+06   5.02E+00
embasamento     5         694   2.84E+00   6.30E-01   1.33E+06   4.92E+00
embasamento     5         695   2.77E+00   6.93E-01   1.30E+06   4.67E+00
embasamento     5         696   2.77E+00   7.71E-01   1.44E+06   5.05E+00
embasamento     5         697   2.81E+00   6.84E-01   1.16E+06   5.16E+00
embasamento     5         698   2.82E+00   6.69E-01   1.26E+06   4.71E+00
